Source,Target,Association
Simpfy_project_96010eb4/simpfy_challenges_vw,Simpfy_project_96010eb4/simpfy_challenges_vw/challenge_title__area_of_concern,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_challenges_vw/challenge_title__area_of_concern,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/challenge_title__area_of_concern,core.DirectionalDataFlow
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx/simpfy_challenges_vw_description,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/description,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/description,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx/simpfy_challenges_vw_description,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_challenges_vw,Simpfy_project_96010eb4/simpfy_challenges_vw/description,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_challenges_vw/description,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/description,core.DirectionalDataFlow
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx/simpfy_challenges_vw_potential_impact,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/potential_impact,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/potential_impact,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx/simpfy_challenges_vw_potential_impact,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_challenges_vw,Simpfy_project_96010eb4/simpfy_challenges_vw/potential_impact,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_challenges_vw/potential_impact,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/potential_impact,core.DirectionalDataFlow
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx/simpfy_challenges_vw_planned_actions,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/planned_actions_resolution_actions,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/planned_actions_resolution_actions,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx/simpfy_challenges_vw_planned_actions,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_challenges_vw,Simpfy_project_96010eb4/simpfy_challenges_vw/planned_actions_resolution_actions,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_challenges_vw/planned_actions_resolution_actions,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/planned_actions_resolution_actions,core.DirectionalDataFlow
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx/simpfy_challenges_vw_risk_level,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/risk_level,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx/simpfy_challenges_vw_risk_level,core.DirectionalDataFlow
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx/simpfy_challenges_vw_challenge_type,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/challenge_type,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/challenge_type,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx/simpfy_challenges_vw_challenge_type,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_challenges_vw,Simpfy_project_96010eb4/simpfy_challenges_vw/challenge_type,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_challenges_vw/challenge_type,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/challenge_type,core.DirectionalDataFlow
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx/simpfy_challenges_vw_CombinedResolutionPartners2,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/CombinedResolutionPartners2,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/CombinedResolutionPartners2,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx/simpfy_challenges_vw_CombinedResolutionPartners2,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_challenges_vw,Simpfy_project_96010eb4/simpfy_challenges_vw/CombinedResolutionPartners2,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_challenges_vw/CombinedResolutionPartners2,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/CombinedResolutionPartners2,core.DirectionalDataFlow
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx/simpfy_challenges_vw___ProjectName_Combined,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/ProjectName_Combined,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/ProjectName_Combined,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx/simpfy_challenges_vw___ProjectName_Combined,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_challenges_vw,Simpfy_project_96010eb4/simpfy_challenges_vw/ProjectName_Combined,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_challenges_vw/ProjectName_Combined,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/ProjectName_Combined,core.DirectionalDataFlow
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx/simpfy_challenges_vw_Status,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/Status,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/Status,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual6_tableEx/simpfy_challenges_vw_Status,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_challenges_vw,Simpfy_project_96010eb4/simpfy_challenges_vw/Status,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_challenges_vw/Status,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/Status,core.DirectionalDataFlow
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual7_card,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual7_card,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual7_card/CountNonNull_simpfy_challenges_vw_challange_id,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual7_card,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/challange_id,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual7_card/CountNonNull_simpfy_challenges_vw_challange_id,core.DirectionalDataFlow
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual8_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual8_slicer,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual8_slicer/Unique_Projects_project_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4,Simpfy_project_96010eb4/ds_Unique_Projects,custom.PowerBI.v3.ReportToDataset
Simpfy_project_96010eb4/ds_Unique_Projects,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual8_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_Unique_Projects,Simpfy_project_96010eb4/ds_Unique_Projects/project_name,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_Unique_Projects/project_name,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual8_slicer/Unique_Projects_project_name,core.DirectionalDataFlow
$resource,Simpfy_project_96010eb4/Reference_Unique_Projects,core.ResourceParentChild
Simpfy_project_96010eb4/Reference_Unique_Projects,Simpfy_project_96010eb4/Connection_Unique_Projects,core.ResourceParentChild
Simpfy_project_96010eb4/Connection_Unique_Projects,Simpfy_project_96010eb4/Unique_Projects,core.DataSourceParentChild
Simpfy_project_96010eb4/Unique_Projects,Simpfy_project_96010eb4/ds_Unique_Projects,core.DataSetDataFlow
Simpfy_project_96010eb4/Unique_Projects,Simpfy_project_96010eb4/Unique_Projects/project_name,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/Unique_Projects/project_name,Simpfy_project_96010eb4/ds_Unique_Projects/project_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual9_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual9_slicer,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual9_slicer/simpfy_challenges_vw_challange_partner,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual9_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/challange_partner,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/challange_partner,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual9_slicer/simpfy_challenges_vw_challange_partner,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_challenges_vw,Simpfy_project_96010eb4/simpfy_challenges_vw/challange_partner,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_challenges_vw/challange_partner,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/challange_partner,core.DirectionalDataFlow
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual10_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual10_slicer,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual10_slicer/simpfy_challenges_vw_Status,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual10_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/Status,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual10_slicer/simpfy_challenges_vw_Status,core.DirectionalDataFlow
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual11_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual11_slicer,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual11_slicer/simpfy_challenges_vw_risk_level,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual11_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/risk_level,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual11_slicer/simpfy_challenges_vw_risk_level,core.DirectionalDataFlow
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual12_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual12_slicer,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual12_slicer/simpfy_challenges_vw_Challenge_status,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual12_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/Challenge_status,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/Challenge_status,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual12_slicer/simpfy_challenges_vw_Challenge_status,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_challenges_vw,Simpfy_project_96010eb4/simpfy_challenges_vw/Challenge_status,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_challenges_vw/Challenge_status,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/Challenge_status,core.DirectionalDataFlow
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual13_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual13_slicer,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual13_slicer/simpfy_challenges_vw_segment_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual13_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/segment_name,Simpfy_project_96010eb4/40e9ffb52e9275b54eb3/Visual13_slicer/simpfy_challenges_vw_segment_name,core.DirectionalDataFlow
Simpfy_project_96010eb4,Simpfy_project_96010eb4/b51059fb8d292d8e5770,custom.PowerBI.v3.ReportToSection
Simpfy_project_96010eb4/b51059fb8d292d8e5770,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual1_donutChart,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual1_donutChart,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual1_donutChart/CountNonNull_simpfy_projects_vw_project_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual1_donutChart,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_name,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual1_donutChart/CountNonNull_simpfy_projects_vw_project_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual1_donutChart,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual1_donutChart/LastMilestonesTable_LastMilestoneStatus,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_LastMilestonesTable,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual1_donutChart,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_LastMilestonesTable/LastMilestoneStatus,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual1_donutChart/LastMilestonesTable_LastMilestoneStatus,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual2_donutChart,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual2_donutChart,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual2_donutChart/simpfy_projects_vw_project_stage,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual2_donutChart,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/Project_Stage,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Project_Stage,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual2_donutChart/simpfy_projects_vw_project_stage,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/Project_Stage,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/Project_Stage,Simpfy_project_96010eb4/ds_simpfy_projects_vw/Project_Stage,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual2_donutChart,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual2_donutChart/simpfy_projects_vw_project_type,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_type,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual2_donutChart/simpfy_projects_vw_project_type,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual2_donutChart,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual2_donutChart/CountNonNull_simpfy_projects_vw_project_version_id,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_version_id,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual2_donutChart/CountNonNull_simpfy_projects_vw_project_version_id,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual2_donutChart,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual2_donutChart/simpfy_projects_vw_Total_cost_distinct_project_currency2,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Total_cost_distinct_project_currency2,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual2_donutChart/simpfy_projects_vw_Total_cost_distinct_project_currency2,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual3_card,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual3_card,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual3_card/simpfy_projects_vw_Dynamic_display_unit_tc,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual3_card,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Dynamic_display_unit_tc,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual3_card/simpfy_projects_vw_Dynamic_display_unit_tc,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual4_card,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual4_card,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual4_card/Min_simpfy_projects_vw_project_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual4_card,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_name,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual4_card/Min_simpfy_projects_vw_project_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual5_donutChart,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual5_donutChart,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual5_donutChart/CountNonNull_simpfy_challenges_vw_challange_id,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual5_donutChart,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/challange_id,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual5_donutChart/CountNonNull_simpfy_challenges_vw_challange_id,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual5_donutChart,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual5_donutChart/simpfy_challenges_vw_challenge_type,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/challenge_type,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual5_donutChart/simpfy_challenges_vw_challenge_type,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual6_clusteredColumnChart,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual6_clusteredColumnChart,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual6_clusteredColumnChart/simpfy_projects_vw_project_years,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual6_clusteredColumnChart,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_years,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_years,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual6_clusteredColumnChart/simpfy_projects_vw_project_years,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/project_years,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/project_years,Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_years,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual6_clusteredColumnChart,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual6_clusteredColumnChart/simpfy_projects_vw_Project_years_total_cost_distinct_project,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/Project_years_total_cost_distinct_project,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Project_years_total_cost_distinct_project,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual6_clusteredColumnChart/simpfy_projects_vw_Project_years_total_cost_distinct_project,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/Project_years_total_cost_distinct_project,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/Project_years_total_cost_distinct_project,Simpfy_project_96010eb4/ds_simpfy_projects_vw/Project_years_total_cost_distinct_project,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual6_clusteredColumnChart,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual6_clusteredColumnChart/simpfy_projects_vw_Project_years_total_cost_distinct_project_curency,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/Project_years_total_cost_distinct_project_curency,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Project_years_total_cost_distinct_project_curency,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual6_clusteredColumnChart/simpfy_projects_vw_Project_years_total_cost_distinct_project_curency,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/Project_years_total_cost_distinct_project_curency,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/Project_years_total_cost_distinct_project_curency,Simpfy_project_96010eb4/ds_simpfy_projects_vw/Project_years_total_cost_distinct_project_curency,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx/simpfy_projects_vw_segment_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/segment_name,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx/simpfy_projects_vw_segment_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx/simpfy_projects_vw_project_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_name,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx/simpfy_projects_vw_project_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx/simpfy_projects_vw_description,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/description,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/description,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx/simpfy_projects_vw_description,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/description,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/description,Simpfy_project_96010eb4/ds_simpfy_projects_vw/description,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx/simpfy_projects_vw_project_stage,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Project_Stage,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx/simpfy_projects_vw_project_stage,core.DirectionalDataFlow
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx/simpfy_projects_vw_key_areas_of_concern,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/key_areas_of_concern,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/key_areas_of_concern,Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx/simpfy_projects_vw_key_areas_of_concern,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/key_areas_of_concern,core.DataSetToDataElementParentship
